from,to,day_of_week,count
2585824,2585821,Tuesday,27
2585824,2585939,Tuesday,27
2585830,2585747,Tuesday,27
2585830,2585804,Tuesday,27
2585835,2585406,Tuesday,27
2585835,2585466,Tuesday,27
2585837,2585721,Tuesday,27
2585838,2585799,Tuesday,27
2585839,2585804,Tuesday,27
2585844,2585462,Tuesday,27
2585850,2585275,Tuesday,27
2585850,2585830,Tuesday,27
2585850,2586044,Tuesday,27
2585853,145175382,Tuesday,27
2585856,2585850,Tuesday,27
2585856,2585872,Tuesday,27
2585868,2585906,Tuesday,27
2585871,2585380,Tuesday,27
2585872,172295073,Tuesday,27
2585873,2585782,Tuesday,27
2585873,3470029,Tuesday,27
2585876,2585902,Tuesday,27
2585883,2585904,Tuesday,27
2585888,2585876,Tuesday,27
2585888,2585906,Tuesday,27
2585888,2585916,Tuesday,27
2585899,2585762,Tuesday,27
2585904,2585883,Tuesday,27
2585916,172295073,Tuesday,27
2585919,2585469,Tuesday,27
2585929,2585311,Tuesday,27
2585929,2585430,Tuesday,27
2585929,2586030,Tuesday,27
2585929,4393742,Tuesday,27
2585938,2681601,Tuesday,27
2585939,2585367,Tuesday,27
2585942,2585934,Tuesday,27
2585942,2585972,Tuesday,27
2585945,2585466,Tuesday,27
2585945,2586021,Tuesday,27
2585947,2585953,Tuesday,27
2585954,2585995,Tuesday,27
2585955,2585968,Tuesday,27
2585963,2585304,Tuesday,27
2585972,2585990,Tuesday,27
2585974,2585289,Tuesday,27
2585975,2585431,Tuesday,27
2585975,44583483,Tuesday,27
2585981,2585975,Tuesday,27
2585982,145175382,Tuesday,27
2585984,2585304,Tuesday,27
2585985,2585367,Tuesday,27
2585985,2585997,Tuesday,27
2585987,18751910,Tuesday,27
2585990,2586018,Tuesday,27
2585992,2586021,Tuesday,27
2585994,2586019,Tuesday,27
2585996,2585972,Tuesday,27
2585997,2585704,Tuesday,27
2586000,2585431,Tuesday,27
2586001,2585466,Tuesday,27
2586005,2585327,Tuesday,27
2586005,2585340,Tuesday,27
2586005,2585381,Tuesday,27
2586009,2586044,Tuesday,27
2586011,2585954,Tuesday,27
2586011,2585994,Tuesday,27
2586012,3110680,Tuesday,27
2586014,2585748,Tuesday,27
2586019,2585735,Tuesday,27
2586019,2586026,Tuesday,27
2586021,2585278,Tuesday,27
2586026,2585983,Tuesday,27
2586028,2585825,Tuesday,27
2586028,2586024,Tuesday,27
2586030,448565,Tuesday,27
2586032,2586044,Tuesday,27
2586034,2585442,Tuesday,27
2586042,2586001,Tuesday,27
2586045,2586018,Tuesday,27
2586268,2585936,Tuesday,27
2586268,3318614,Tuesday,27
2681601,2585938,Tuesday,27
3110680,2585695,Tuesday,27
3318614,2585762,Tuesday,27
4215025,2585401,Tuesday,27
4215025,2585924,Tuesday,27
4393742,2585835,Tuesday,27
4393742,2586044,Tuesday,27
4585378,2585846,Tuesday,27
18751910,2585321,Tuesday,27
18751910,2585883,Tuesday,27
44583483,2585975,Tuesday,27
48372123,2585985,Tuesday,27
52488396,2585749,Tuesday,27
52488396,4585378,Tuesday,27
163208604,2585402,Tuesday,27
172293631,2585804,Tuesday,27
172294162,2585774,Tuesday,27
172295073,2585762,Tuesday,27
172295073,2585872,Tuesday,27
172295073,2585901,Tuesday,27
172295073,2585916,Tuesday,27
448565,2585704,Tuesday,26
448565,2586030,Tuesday,26
2585259,2585922,Tuesday,26
2585271,2585313,Tuesday,26
2585273,2585286,Tuesday,26
2585273,2585340,Tuesday,26
2585275,2585340,Tuesday,26
2585275,2585380,Tuesday,26
2585278,2585297,Tuesday,26
2585278,2585406,Tuesday,26
2585278,2586012,Tuesday,26
2585284,2586011,Tuesday,26
2585285,2585330,Tuesday,26
2585288,2585275,Tuesday,26
2585289,2585748,Tuesday,26
2585296,2585894,Tuesday,26
2585299,2585893,Tuesday,26
2585301,2585267,Tuesday,26
2585301,2585873,Tuesday,26
2585304,2585762,Tuesday,26
2585305,2585317,Tuesday,26
2585306,2585984,Tuesday,26
2585307,2585284,Tuesday,26
2585307,2585432,Tuesday,26
2585307,2585438,Tuesday,26
2585311,2585430,Tuesday,26
2585311,2585960,Tuesday,26
2585315,2585396,Tuesday,26
2585315,2585770,Tuesday,26
2585317,2585919,Tuesday,26
2585321,2585330,Tuesday,26
2585321,2585838,Tuesday,26
2585326,2585711,Tuesday,26
2585330,2585352,Tuesday,26
2585330,2585400,Tuesday,26
2585330,2585919,Tuesday,26
2585330,2585934,Tuesday,26
2585333,2585308,Tuesday,26
2585333,2585330,Tuesday,26
2585333,2585396,Tuesday,26
2585333,2585401,Tuesday,26
2585333,2586268,Tuesday,26
2585335,2585720,Tuesday,26
2585337,2585285,Tuesday,26
2585340,2585838,Tuesday,26
2585341,2585378,Tuesday,26
2585344,2585341,Tuesday,26
2585344,2585838,Tuesday,26
2585344,2585975,Tuesday,26
2585344,3318682,Tuesday,26
2585345,2585871,Tuesday,26
2585346,2585319,Tuesday,26
2585351,2585425,Tuesday,26
2585352,2585405,Tuesday,26
2585356,2585323,Tuesday,26
2585360,2585838,Tuesday,26
2585367,2585476,Tuesday,26
2585377,2585378,Tuesday,26
2585378,2585333,Tuesday,26
2585378,2585863,Tuesday,26
2585379,2585811,Tuesday,26
2585379,44583483,Tuesday,26
2585381,2585346,Tuesday,26
2585381,2585412,Tuesday,26
2585381,2586005,Tuesday,26
2585389,2585401,Tuesday,26
2585389,2586268,Tuesday,26
2585389,2681601,Tuesday,26
2585394,2585278,Tuesday,26
2585394,2585922,Tuesday,26
2585396,2585367,Tuesday,26
2585396,2585400,Tuesday,26
2585398,2585319,Tuesday,26
2585398,2585450,Tuesday,26
2585400,2585360,Tuesday,26
2585400,2585364,Tuesday,26
2585402,2585341,Tuesday,26
2585402,2585356,Tuesday,26
2585402,2585419,Tuesday,26
2585405,2585307,Tuesday,26
2585406,2585335,Tuesday,26
2585406,2585354,Tuesday,26
2585408,2585401,Tuesday,26
2585408,2585453,Tuesday,26
2585408,2681601,Tuesday,26
2585413,2585919,Tuesday,26
2585416,4393742,Tuesday,26
2585419,2585378,Tuesday,26
2585419,2585389,Tuesday,26
2585419,2585431,Tuesday,26
2585420,2585317,Tuesday,26
2585420,2585430,Tuesday,26
2585422,2585492,Tuesday,26
2585431,2585729,Tuesday,26
2585431,2585846,Tuesday,26
2585431,2586018,Tuesday,26
2585432,2585326,Tuesday,26
2585433,2585351,Tuesday,26
2585435,2585410,Tuesday,26
2585438,2585405,Tuesday,26
2585438,2585450,Tuesday,26
2585438,52488396,Tuesday,26
2585442,2585438,Tuesday,26
2585442,2586034,Tuesday,26
2585445,2585371,Tuesday,26
2585445,2585727,Tuesday,26
2585445,2585791,Tuesday,26
2585446,2585911,Tuesday,26
2585450,2585770,Tuesday,26
2585450,2586005,Tuesday,26
2585457,2585405,Tuesday,26
2585457,2585467,Tuesday,26
2585457,2585720,Tuesday,26
2585457,2585771,Tuesday,26
2585460,2585410,Tuesday,26
2585460,2585779,Tuesday,26
2585460,2585984,Tuesday,26
2585462,2585317,Tuesday,26
2585466,2585945,Tuesday,26
2585466,2586024,Tuesday,26
2585467,2585419,Tuesday,26
2585467,2585716,Tuesday,26
2585472,2585402,Tuesday,26
2585476,2585367,Tuesday,26
2585476,2585945,Tuesday,26
2585477,2586042,Tuesday,26
2585492,2585378,Tuesday,26
2585492,2585381,Tuesday,26
2585492,2585788,Tuesday,26
2585699,2585431,Tuesday,26
2585704,448565,Tuesday,26
2585708,2585429,Tuesday,26
2585708,2585445,Tuesday,26
2585708,44583483,Tuesday,26
2585711,2585326,Tuesday,26
2585711,2585460,Tuesday,26
2585711,2585776,Tuesday,26
2585716,2585749,Tuesday,26
2585716,2585781,Tuesday,26
2585717,2585334,Tuesday,26
2585720,2585317,Tuesday,26
2585721,2585782,Tuesday,26
2585721,2586003,Tuesday,26
2585722,2585788,Tuesday,26
2585722,2585971,Tuesday,26
2585727,2585321,Tuesday,26
2585727,2585470,Tuesday,26
2585729,2585431,Tuesday,26
2585729,2585936,Tuesday,26
2585738,2585708,Tuesday,26
2585742,2585358,Tuesday,26
2585742,18751910,Tuesday,26
2585748,2585327,Tuesday,26
2585749,2585837,Tuesday,26
2585762,2585432,Tuesday,26
2585762,2585899,Tuesday,26
2585762,44581598,Tuesday,26
2585762,172295073,Tuesday,26
2585764,2585788,Tuesday,26
2585770,52488396,Tuesday,26
2585771,2585722,Tuesday,26
2585774,2585477,Tuesday,26
2585774,52488396,Tuesday,26
2585776,2585445,Tuesday,26
2585779,2585419,Tuesday,26
2585779,2585785,Tuesday,26
2585781,448565,Tuesday,26
2585781,2585714,Tuesday,26
2585782,18751910,Tuesday,26
2585787,2585450,Tuesday,26
2585788,2585774,Tuesday,26
2585789,2585975,Tuesday,26
2585791,2585398,Tuesday,26
2585794,2585462,Tuesday,26
2585799,2585724,Tuesday,26
2585800,448565,Tuesday,26
2585802,2585413,Tuesday,26
2585802,2585776,Tuesday,26
2585804,2585850,Tuesday,26
2585807,2585308,Tuesday,26
2585808,2585917,Tuesday,26
2585808,2585984,Tuesday,26
2585811,2585379,Tuesday,26
2585811,2585868,Tuesday,26
2585811,2586005,Tuesday,26
2585811,2586032,Tuesday,26
2585817,2585313,Tuesday,26
2585817,2585974,Tuesday,26
2585821,3470029,Tuesday,26
2585825,2585995,Tuesday,26
2585827,2585850,Tuesday,26
2585830,448565,Tuesday,26
2585835,2585416,Tuesday,26
2585835,2585721,Tuesday,26
2585837,2585335,Tuesday,26
2585837,2585808,Tuesday,26
2585837,2585814,Tuesday,26
2585838,2585321,Tuesday,26
2585838,2585340,Tuesday,26
2585838,2585344,Tuesday,26
2585838,2585875,Tuesday,26
2585839,2585875,Tuesday,26
2585844,2585827,Tuesday,26
2585844,18751910,Tuesday,26
2585846,2585431,Tuesday,26
2585846,2585893,Tuesday,26
2585848,2585936,Tuesday,26
2585850,2585708,Tuesday,26
2585850,2585789,Tuesday,26
2585860,2585848,Tuesday,26
2585860,2585902,Tuesday,26
2585868,2585827,Tuesday,26
2585868,2585839,Tuesday,26
2585868,2585905,Tuesday,26
2585871,2585720,Tuesday,26
2585872,2586024,Tuesday,26
2585873,2585305,Tuesday,26
2585875,2585848,Tuesday,26
2585876,2585868,Tuesday,26
2585883,2585827,Tuesday,26
2585883,18751910,Tuesday,26
2585893,2585299,Tuesday,26
2585897,2585850,Tuesday,26
2585902,2585906,Tuesday,26
2585905,2585885,Tuesday,26
2585905,2585888,Tuesday,26
2585908,2585901,Tuesday,26
2585911,2585396,Tuesday,26
2585917,2585808,Tuesday,26
2585919,2585346,Tuesday,26
2585919,2585413,Tuesday,26
2585920,2585307,Tuesday,26
2585921,3318682,Tuesday,26
2585922,2585394,Tuesday,26
2585928,2585288,Tuesday,26
2585929,2585450,Tuesday,26
2585931,2585974,Tuesday,26
2585934,2585330,Tuesday,26
2585936,2585848,Tuesday,26
2585937,2585945,Tuesday,26
2585947,2585476,Tuesday,26
2585954,2585990,Tuesday,26
2585954,2586011,Tuesday,26
2585955,2585326,Tuesday,26
2585955,2585721,Tuesday,26
2585955,2585766,Tuesday,26
2585958,2585961,Tuesday,26
2585961,2585958,Tuesday,26
2585963,2585326,Tuesday,26
2585963,2585958,Tuesday,26
2585963,4393742,Tuesday,26
2585968,2585956,Tuesday,26
2585968,2585983,Tuesday,26
2585971,2585722,Tuesday,26
2585971,2585985,Tuesday,26
2585972,2585942,Tuesday,26
2585972,2586024,Tuesday,26
2585974,2585931,Tuesday,26
2585975,2585311,Tuesday,26
2585975,2585344,Tuesday,26
2585975,2585789,Tuesday,26
2585981,2585396,Tuesday,26
2585981,2585704,Tuesday,26
2585983,2585860,Tuesday,26
2585984,2585379,Tuesday,26
2585984,2585460,Tuesday,26
2585984,2585808,Tuesday,26
2585985,2585373,Tuesday,26
2585985,2585391,Tuesday,26
2585985,2586037,Tuesday,26
2585985,48372123,Tuesday,26
2585987,2585985,Tuesday,26
2585987,2586014,Tuesday,26
2585990,2585963,Tuesday,26
2585994,2586011,Tuesday,26
2585995,2585825,Tuesday,26
2585997,2586011,Tuesday,26
2586003,2585721,Tuesday,26
2586003,2586032,Tuesday,26
2586005,2585354,Tuesday,26
2586005,2585391,Tuesday,26
2586005,2585811,Tuesday,26
2586011,2585284,Tuesday,26
2586011,2586022,Tuesday,26
2586011,4215025,Tuesday,26
2586012,2585278,Tuesday,26
2586018,2585994,Tuesday,26
2586018,2585995,Tuesday,26
2586021,8746360,Tuesday,26
2586024,2585872,Tuesday,26
2586031,2585961,Tuesday,26
2586037,2585794,Tuesday,26
2586042,2585477,Tuesday,26
2586042,2585708,Tuesday,26
2586045,2585802,Tuesday,26
2681601,2585273,Tuesday,26
2681601,2585413,Tuesday,26
2681672,2585301,Tuesday,26
2681672,2585305,Tuesday,26
3318614,2585396,Tuesday,26
3318614,2586268,Tuesday,26
3318682,2585344,Tuesday,26
3318682,2585781,Tuesday,26
3318682,172293631,Tuesday,26
3470029,2585285,Tuesday,26
3470029,2585821,Tuesday,26
4215025,2586011,Tuesday,26
4393742,2585285,Tuesday,26
4393742,2585367,Tuesday,26
4585378,2585827,Tuesday,26
8746360,2586021,Tuesday,26
18751910,2585742,Tuesday,26
18751910,2585788,Tuesday,26
18751910,2585987,Tuesday,26
44581598,2585762,Tuesday,26
44581598,3318614,Tuesday,26
44583483,2585304,Tuesday,26
44583483,2585379,Tuesday,26
44583483,2585708,Tuesday,26
44583483,44581598,Tuesday,26
52488396,2585405,Tuesday,26
52488396,2585433,Tuesday,26
52488396,2681601,Tuesday,26
52488396,172295073,Tuesday,26
172293631,3318682,Tuesday,26
172294162,2585888,Tuesday,26
172295073,52488396,Tuesday,26
448565,2585804,Tuesday,25
2585259,44583449,Tuesday,25
2585265,2585926,Tuesday,25
2585269,2585319,Tuesday,25
2585271,44581598,Tuesday,25
2585273,44581598,Tuesday,25
2585275,2585297,Tuesday,25
2585275,2585304,Tuesday,25
2585278,2585394,Tuesday,25
2585283,2585305,Tuesday,25
2585284,2585281,Tuesday,25
2585285,2585770,Tuesday,25
2585286,2585271,Tuesday,25
2585286,2585335,Tuesday,25
2585289,2585288,Tuesday,25
2585299,2585807,Tuesday,25
2585305,2585319,Tuesday,25
2585305,2681672,Tuesday,25
2585306,2585983,Tuesday,25
2585308,2585321,Tuesday,25
2585308,2585402,Tuesday,25
2585311,2585327,Tuesday,25
2585311,2585850,Tuesday,25
2585315,2585389,Tuesday,25
2585317,2585305,Tuesday,25
2585319,2585305,Tuesday,25
2585319,2585346,Tuesday,25
2585321,2585346,Tuesday,25
2585321,2585727,Tuesday,25
2585321,2585762,Tuesday,25
2585323,2585326,Tuesday,25
2585330,2585353,Tuesday,25
2585334,2585717,Tuesday,25
2585337,2585416,Tuesday,25
2585340,2585337,Tuesday,25
2585341,2585402,Tuesday,25
2585342,2681601,Tuesday,25
2585346,2585931,Tuesday,25
2585346,2585984,Tuesday,25
2585351,2585360,Tuesday,25
2585353,2585306,Tuesday,25
2585353,2585413,Tuesday,25
2585353,2585984,Tuesday,25
2585356,2585398,Tuesday,25
2585358,2585742,Tuesday,25
2585358,2585871,Tuesday,25
2585364,2585333,Tuesday,25
2585364,2585352,Tuesday,25
2585367,2585356,Tuesday,25
2585367,2585939,Tuesday,25
2585369,2585323,Tuesday,25
2585369,2585405,Tuesday,25
2585371,2585431,Tuesday,25
2585373,2585985,Tuesday,25
2585377,2585406,Tuesday,25
2585380,2585275,Tuesday,25
2585387,2585364,Tuesday,25
2585387,2585749,Tuesday,25
2585389,2585364,Tuesday,25
2585391,2585450,Tuesday,25
2585396,2585406,Tuesday,25
2585400,2585367,Tuesday,25
2585401,2585263,Tuesday,25
2585401,2681601,Tuesday,25
2585402,2585354,Tuesday,25
2585402,2585425,Tuesday,25
2585402,2585453,Tuesday,25
2585405,2585369,Tuesday,25
2585405,2586019,Tuesday,25
2585406,2585326,Tuesday,25
2585406,4393742,Tuesday,25
2585408,2585472,Tuesday,25
2585410,2585406,Tuesday,25
2585410,2585432,Tuesday,25
2585410,2585460,Tuesday,25
2585417,2585820,Tuesday,25
2585419,2585337,Tuesday,25
2585419,2585467,Tuesday,25
2585422,2585371,Tuesday,25
2585422,4393742,Tuesday,25
2585425,2585422,Tuesday,25
2585425,2585748,Tuesday,25
2585425,2586018,Tuesday,25
2585431,2585419,Tuesday,25
2585431,2585425,Tuesday,25
2585431,2585720,Tuesday,25
2585431,2585779,Tuesday,25
2585431,2585921,Tuesday,25
2585431,2585987,Tuesday,25
2585431,2586022,Tuesday,25
2585431,2586030,Tuesday,25
2585432,2585307,Tuesday,25
2585435,2585789,Tuesday,25
2585438,2585337,Tuesday,25
2585438,2585430,Tuesday,25
2585438,2585473,Tuesday,25
2585442,2585785,Tuesday,25
2585446,2585445,Tuesday,25
2585450,2585288,Tuesday,25
2585453,2585311,Tuesday,25
2585453,2585323,Tuesday,25
2585453,2585771,Tuesday,25
2585453,2585787,Tuesday,25
2585457,2585352,Tuesday,25
2585457,2585737,Tuesday,25
2585466,2585379,Tuesday,25
2585467,2585450,Tuesday,25
2585470,2585722,Tuesday,25
2585472,2585470,Tuesday,25
2585472,4393742,Tuesday,25
2585473,2585789,Tuesday,25
2585477,2585737,Tuesday,25
2585492,2585278,Tuesday,25
2585492,2585469,Tuesday,25
2585492,2585737,Tuesday,25
2585492,2585791,Tuesday,25
2585695,2585378,Tuesday,25
2585695,2585737,Tuesday,25
2585695,2585802,Tuesday,25
2585695,3110680,Tuesday,25
2585714,2585469,Tuesday,25
2585720,2585352,Tuesday,25
2585720,2585406,Tuesday,25
2585720,2585821,Tuesday,25
2585724,2585367,Tuesday,25
2585728,2585455,Tuesday,25
2585735,2585442,Tuesday,25
2585737,2585984,Tuesday,25
2585742,2585931,Tuesday,25
2585748,2585289,Tuesday,25
2585748,2585708,Tuesday,25
2585748,2586021,Tuesday,25
2585748,2586024,Tuesday,25
2585762,2585410,Tuesday,25
2585764,2585772,Tuesday,25
2585764,4585378,Tuesday,25
2585771,4585378,Tuesday,25
2585772,448565,Tuesday,25
2585772,2585714,Tuesday,25
2585772,2585716,Tuesday,25
2585776,2585714,Tuesday,25
2585779,2585868,Tuesday,25
2585781,2585368,Tuesday,25
2585781,2585837,Tuesday,25
2585785,2585442,Tuesday,25
2585785,2585779,Tuesday,25
2585785,2585789,Tuesday,25
2585785,2585846,Tuesday,25
2585787,2585716,Tuesday,25
2585787,2585724,Tuesday,25
2585787,2585799,Tuesday,25
2585788,2585781,Tuesday,25
2585788,18751910,Tuesday,25
2585791,2585408,Tuesday,25
2585791,2585860,Tuesday,25
2585791,2585956,Tuesday,25
2585791,2586045,Tuesday,25
2585799,2585762,Tuesday,25
2585802,2586045,Tuesday,25
2585804,2585830,Tuesday,25
2585808,2585835,Tuesday,25
2585827,2585779,Tuesday,25
2585830,2585850,Tuesday,25
2585835,2585808,Tuesday,25
2585835,2585951,Tuesday,25
2585837,2585906,Tuesday,25
2585839,2585731,Tuesday,25
2585839,2585738,Tuesday,25
2585863,2585378,Tuesday,25
2585871,2585308,Tuesday,25
2585871,4585378,Tuesday,25
2585885,2585897,Tuesday,25
2585899,2585908,Tuesday,25
2585902,172295073,Tuesday,25
2585906,2585876,Tuesday,25
2585913,172295073,Tuesday,25
2585921,2585408,Tuesday,25
2585931,2585742,Tuesday,25
2585932,2585945,Tuesday,25
2585936,2585934,Tuesday,25
2585945,2586019,Tuesday,25
2585951,2585835,Tuesday,25
2585951,2586005,Tuesday,25
2585953,2585987,Tuesday,25
2585954,2585945,Tuesday,25
2585955,2585839,Tuesday,25
2585956,2585994,Tuesday,25
2585960,2585932,Tuesday,25
2585960,2586012,Tuesday,25
2585961,2585963,Tuesday,25
2585968,2586021,Tuesday,25
2585972,2585994,Tuesday,25
2585975,2585963,Tuesday,25
2585975,2585987,Tuesday,25
2585978,2586014,Tuesday,25
2585981,2585985,Tuesday,25
2585983,2585306,Tuesday,25
2585983,2585419,Tuesday,25
2585984,2585313,Tuesday,25
2585984,2585389,Tuesday,25
2585987,2585953,Tuesday,25
2585987,2585981,Tuesday,25
2585987,2585983,Tuesday,25
2585990,2585954,Tuesday,25
2585994,2585958,Tuesday,25
2585995,2586001,Tuesday,25
2585997,2586018,Tuesday,25
2586003,2585945,Tuesday,25
2586009,2585445,Tuesday,25
2586009,2586032,Tuesday,25
2586014,2585433,Tuesday,25
2586014,2585955,Tuesday,25
2586014,2585981,Tuesday,25
2586019,8746360,Tuesday,25
2586019,52488396,Tuesday,25
2586024,2585972,Tuesday,25
2586024,2586034,Tuesday,25
2586024,2586044,Tuesday,25
2586030,2586014,Tuesday,25
2586032,2585811,Tuesday,25
2586032,2586014,Tuesday,25
2586034,2586022,Tuesday,25
2586039,2585992,Tuesday,25
2586044,2586009,Tuesday,25
2586268,2585352,Tuesday,25
2681601,2585267,Tuesday,25
2681601,2585410,Tuesday,25
2681601,2585955,Tuesday,25
2681601,52488396,Tuesday,25
3318682,2585787,Tuesday,25
3318682,2585794,Tuesday,25
4215025,2585278,Tuesday,25
4393742,2585981,Tuesday,25
4585378,52488396,Tuesday,25
8746360,2585269,Tuesday,25
8746360,2585381,Tuesday,25
44581598,2585742,Tuesday,25
44583449,2585259,Tuesday,25
52488396,2585764,Tuesday,25
52488396,2585774,Tuesday,25
52488396,2585856,Tuesday,25
172293631,2585791,Tuesday,25
172293631,2585883,Tuesday,25
448565,2585349,Tuesday,24
448565,2585800,Tuesday,24
2585259,2585835,Tuesday,24
2585263,2585259,Tuesday,24
2585263,2585401,Tuesday,24
2585263,4215025,Tuesday,24
2585267,2681601,Tuesday,24
2585275,2585850,Tuesday,24
2585278,2585492,Tuesday,24
2585283,2585265,Tuesday,24
2585284,2585873,Tuesday,24
2585285,2585337,Tuesday,24
2585285,2585974,Tuesday,24
2585286,2585259,Tuesday,24
2585289,2585925,Tuesday,24
2585304,2585306,Tuesday,24
2585304,2585931,Tuesday,24
2585306,2585381,Tuesday,24
2585306,2585406,Tuesday,24
2585307,2585724,Tuesday,24
2585308,2585871,Tuesday,24
2585311,2585288,Tuesday,24
2585311,2585402,Tuesday,24
2585311,2585987,Tuesday,24
2585313,3470029,Tuesday,24
2585315,2585281,Tuesday,24
2585317,2585364,Tuesday,24
2585317,2585412,Tuesday,24
2585317,2585711,Tuesday,24
2585319,2585323,Tuesday,24
2585323,2585433,Tuesday,24
2585326,2585297,Tuesday,24
2585326,2585323,Tuesday,24
2585326,2585378,Tuesday,24
2585326,2586268,Tuesday,24
2585327,2585326,Tuesday,24
2585327,2585800,Tuesday,24
2585330,2585333,Tuesday,24
2585333,2585378,Tuesday,24
2585335,2585435,Tuesday,24
2585335,2585955,Tuesday,24
2585337,2585438,Tuesday,24
2585340,2585419,Tuesday,24
2585344,2585419,Tuesday,24
2585344,2585708,Tuesday,24
2585346,2585321,Tuesday,24
2585349,448565,Tuesday,24
2585349,2585880,Tuesday,24
2585351,2585921,Tuesday,24
2585352,2585381,Tuesday,24
2585353,2585356,Tuesday,24
2585353,2585406,Tuesday,24
2585353,2585410,Tuesday,24
2585356,44583483,Tuesday,24
2585360,2585955,Tuesday,24
2585364,2585405,Tuesday,24
2585369,2585334,Tuesday,24
2585369,2585356,Tuesday,24
2585369,2585791,Tuesday,24
2585370,2585438,Tuesday,24
2585377,2585369,Tuesday,24
2585378,4393742,Tuesday,24
2585381,2585306,Tuesday,24
2585381,2585396,Tuesday,24
2585381,2585762,Tuesday,24
2585381,4393742,Tuesday,24
2585387,3318614,Tuesday,24
2585389,2585984,Tuesday,24
2585391,2585785,Tuesday,24
2585396,2585275,Tuesday,24
2585396,2585334,Tuesday,24
2585396,2585749,Tuesday,24
2585396,2585791,Tuesday,24
2585396,2585981,Tuesday,24
2585398,2585340,Tuesday,24
2585398,2585352,Tuesday,24
2585398,2585396,Tuesday,24
2585398,2585770,Tuesday,24
2585398,2681601,Tuesday,24
2585401,2586268,Tuesday,24
2585402,2585321,Tuesday,24
2585402,2585333,Tuesday,24
2585402,2585445,Tuesday,24
2585402,2585477,Tuesday,24
2585402,2586032,Tuesday,24
2585405,2585425,Tuesday,24
2585405,2585450,Tuesday,24
2585405,2585835,Tuesday,24
2585410,2585416,Tuesday,24
2585419,2681601,Tuesday,24
2585420,2585371,Tuesday,24
2585420,2585445,Tuesday,24
2585422,2585445,Tuesday,24
2585422,2585708,Tuesday,24
2585425,2585727,Tuesday,24
2585425,2585791,Tuesday,24
2585430,2585422,Tuesday,24
2585435,2585720,Tuesday,24
2585438,2585469,Tuesday,24
2585438,2585724,Tuesday,24
2585438,2585728,Tuesday,24
2585442,2585410,Tuesday,24
2585445,2585446,Tuesday,24
2585445,2585477,Tuesday,24
2585450,2585398,Tuesday,24
2585450,2585766,Tuesday,24
2585450,2585787,Tuesday,24
2585450,2585824,Tuesday,24
2585452,2585263,Tuesday,24
2585453,2585470,Tuesday,24
2585455,2585716,Tuesday,24
2585457,2585460,Tuesday,24
2585457,2585824,Tuesday,24
2585462,2585714,Tuesday,24
2585467,2585413,Tuesday,24
2585467,2585438,Tuesday,24
2585467,4393742,Tuesday,24
2585467,52488396,Tuesday,24
2585469,2585453,Tuesday,24
2585469,2585492,Tuesday,24
2585469,2585735,Tuesday,24
2585469,2585779,Tuesday,24
2585470,2585477,Tuesday,24
2585470,2585835,Tuesday,24
2585472,2585377,Tuesday,24
2585472,2585779,Tuesday,24
2585473,2585472,Tuesday,24
2585477,2585450,Tuesday,24
2585477,2585738,Tuesday,24
2585477,2585762,Tuesday,24
2585492,2585401,Tuesday,24
2585492,2585422,Tuesday,24
2585492,2585473,Tuesday,24
2585695,2586021,Tuesday,24
2585695,2586268,Tuesday,24
2585704,2585377,Tuesday,24
2585708,2585378,Tuesday,24
2585708,2585467,Tuesday,24
2585708,2585850,Tuesday,24
2585712,2585774,Tuesday,24
2585714,2585420,Tuesday,24
2585716,2585398,Tuesday,24
2585717,2585954,Tuesday,24
2585720,2585762,Tuesday,24
2585720,2585799,Tuesday,24
2585721,2585381,Tuesday,24
2585721,2585883,Tuesday,24
2585722,2585408,Tuesday,24
2585722,2585776,Tuesday,24
2585724,2585954,Tuesday,24
2585728,2585333,Tuesday,24
2585731,2585442,Tuesday,24
2585735,2586019,Tuesday,24
2585737,2585708,Tuesday,24
2585737,2585728,Tuesday,24
2585747,2585868,Tuesday,24
2585749,2585728,Tuesday,24
2585762,2585321,Tuesday,24
2585762,2585381,Tuesday,24
2585762,2585391,Tuesday,24
2585762,2585460,Tuesday,24
2585762,2585789,Tuesday,24
2585762,3318614,Tuesday,24
2585770,2585317,Tuesday,24
2585770,2585764,Tuesday,24
2585772,2585337,Tuesday,24
2585772,8746360,Tuesday,24
2585774,448565,Tuesday,24
2585776,2585711,Tuesday,24
2585776,2585850,Tuesday,24
2585785,2585391,Tuesday,24
2585787,2585771,Tuesday,24
2585787,18751910,Tuesday,24
2585788,52488396,Tuesday,24
2585789,448565,Tuesday,24
2585789,2585722,Tuesday,24
2585791,2585442,Tuesday,24
2585791,2585460,Tuesday,24
2585794,2585317,Tuesday,24
2585794,2585827,Tuesday,24
2585799,2585772,Tuesday,24
2585802,2585695,Tuesday,24
2585802,2585735,Tuesday,24
2585802,2585868,Tuesday,24
2585804,4585378,Tuesday,24
2585807,2585299,Tuesday,24
2585821,2585781,Tuesday,24
2585824,2585820,Tuesday,24
2585827,2585791,Tuesday,24
2585827,4585378,Tuesday,24
2585830,2585848,Tuesday,24
2585835,2585731,Tuesday,24
2585835,2585825,Tuesday,24
2585835,2585875,Tuesday,24
2585837,2585716,Tuesday,24
2585837,2585791,Tuesday,24
2585837,2585835,Tuesday,24
2585838,2585883,Tuesday,24
2585839,2585492,Tuesday,24
2585846,172293631,Tuesday,24
2585848,2585827,Tuesday,24
2585850,2585804,Tuesday,24
