from,to,day_of_week,count
3318614,2585394,Monday,11
3318682,2585724,Monday,11
3470029,2585289,Monday,11
4215025,2585704,Monday,11
4393742,2585263,Monday,11
4393742,2585306,Monday,11
4393742,2585398,Monday,11
4393742,2585402,Monday,11
4393742,2585405,Monday,11
4585378,2585728,Monday,11
4585378,8746360,Monday,11
8746360,2585370,Monday,11
8746360,2585774,Monday,11
18751910,2585901,Monday,11
18751910,2585919,Monday,11
44583449,2585750,Monday,11
48372123,2585408,Monday,11
52488396,2585323,Monday,11
52488396,2585346,Monday,11
52488396,2585417,Monday,11
52488396,2585473,Monday,11
52488396,2585735,Monday,11
52488396,2585772,Monday,11
52488396,2585919,Monday,11
172293631,2585901,Monday,11
172293631,2585905,Monday,11
172294162,2585727,Monday,11
172294162,2585776,Monday,11
172294162,2585787,Monday,11
172294162,2585893,Monday,11
172295073,2585875,Monday,11
172295073,2585908,Monday,11
172295073,2585913,Monday,11
448565,2585776,Monday,10
448565,2585860,Monday,10
448565,2585901,Monday,10
2585259,2585873,Monday,10
2585263,2585289,Monday,10
2585263,2585311,Monday,10
2585263,2585321,Monday,10
2585263,3318614,Monday,10
2585265,2585278,Monday,10
2585265,2585281,Monday,10
2585265,2585911,Monday,10
2585265,2681601,Monday,10
2585267,2585304,Monday,10
2585267,2585931,Monday,10
2585269,2585315,Monday,10
2585273,2585278,Monday,10
2585273,2585974,Monday,10
2585275,2585301,Monday,10
2585278,2585283,Monday,10
2585278,2585288,Monday,10
2585278,2585308,Monday,10
2585278,2585460,Monday,10
2585278,3470029,Monday,10
2585280,2585843,Monday,10
2585281,2585371,Monday,10
2585281,2585473,Monday,10
2585281,2585817,Monday,10
2585283,2585326,Monday,10
2585283,2585367,Monday,10
2585283,2585442,Monday,10
2585284,2585304,Monday,10
2585284,2585389,Monday,10
2585285,2585306,Monday,10
2585285,2585323,Monday,10
2585286,2585394,Monday,10
2585286,2585396,Monday,10
2585286,2585762,Monday,10
2585288,2585337,Monday,10
2585288,2585824,Monday,10
2585289,2585430,Monday,10
2585291,2585273,Monday,10
2585291,2585319,Monday,10
2585291,2585327,Monday,10
2585291,2585955,Monday,10
2585291,44583483,Monday,10
2585297,2585342,Monday,10
2585297,2585420,Monday,10
2585297,2585956,Monday,10
2585297,3470029,Monday,10
2585299,2585346,Monday,10
2585301,2585273,Monday,10
2585301,2585340,Monday,10
2585304,2585267,Monday,10
2585304,2585335,Monday,10
2585304,2585351,Monday,10
2585304,2585721,Monday,10
2585305,2585263,Monday,10
2585305,2585400,Monday,10
2585306,2585346,Monday,10
2585306,2585369,Monday,10
2585307,2585466,Monday,10
2585307,2585931,Monday,10
2585308,2585956,Monday,10
2585311,2585275,Monday,10
2585311,2585438,Monday,10
2585313,2585717,Monday,10
2585315,2585345,Monday,10
2585315,44581598,Monday,10
2585317,2585304,Monday,10
2585317,2585315,Monday,10
2585317,2585367,Monday,10
2585317,2585492,Monday,10
2585317,2585716,Monday,10
2585317,2585772,Monday,10
2585317,2585827,Monday,10
2585319,2585360,Monday,10
2585319,2585467,Monday,10
2585319,2585737,Monday,10
2585321,2585297,Monday,10
2585321,2585371,Monday,10
2585321,2585442,Monday,10
2585321,2585450,Monday,10
2585321,2585470,Monday,10
2585321,2585956,Monday,10
2585323,2585367,Monday,10
2585323,2585396,Monday,10
2585323,4393742,Monday,10
2585326,2585335,Monday,10
2585326,2585364,Monday,10
2585326,2585416,Monday,10
2585326,2585958,Monday,10
2585327,2585278,Monday,10
2585327,2585368,Monday,10
2585327,2585708,Monday,10
2585327,2585958,Monday,10
2585327,2585974,Monday,10
2585327,2585994,Monday,10
2585330,2585283,Monday,10
2585330,2585285,Monday,10
2585330,2585391,Monday,10
2585330,2585406,Monday,10
2585333,2585369,Monday,10
2585333,2585381,Monday,10
2585333,2585442,Monday,10
2585334,2585291,Monday,10
2585334,2585340,Monday,10
2585334,2585438,Monday,10
2585334,2586268,Monday,10
2585334,52488396,Monday,10
2585335,2585799,Monday,10
2585337,2585305,Monday,10
2585337,2585396,Monday,10
2585337,2585398,Monday,10
2585337,2585433,Monday,10
2585337,2585477,Monday,10
2585337,2585492,Monday,10
2585340,2585371,Monday,10
2585340,2585406,Monday,10
2585340,2585432,Monday,10
2585340,4393742,Monday,10
2585341,2585389,Monday,10
2585341,2585416,Monday,10
2585341,2585422,Monday,10
2585341,2585708,Monday,10
2585341,4215025,Monday,10
2585342,2585410,Monday,10
2585342,2585419,Monday,10
2585344,2585425,Monday,10
2585344,2586014,Monday,10
2585345,2585319,Monday,10
2585345,44583483,Monday,10
2585346,2585334,Monday,10
2585346,2585391,Monday,10
2585346,2585396,Monday,10
2585349,2586034,Monday,10
2585351,2585283,Monday,10
2585351,2585356,Monday,10
2585351,2585406,Monday,10
2585352,2585288,Monday,10
2585352,2585305,Monday,10
2585352,2585326,Monday,10
2585352,2585381,Monday,10
2585352,2585412,Monday,10
2585352,2585453,Monday,10
2585353,2585435,Monday,10
2585353,2585716,Monday,10
2585353,52488396,Monday,10
2585354,2585330,Monday,10
2585354,2585370,Monday,10
2585354,2585457,Monday,10
2585356,2585275,Monday,10
2585356,2585341,Monday,10
2585356,2585425,Monday,10
2585356,2585469,Monday,10
2585356,2585472,Monday,10
2585358,2585288,Monday,10
2585358,2585408,Monday,10
2585358,2585425,Monday,10
2585358,44583483,Monday,10
2585360,2585319,Monday,10
2585360,2585721,Monday,10
2585364,2585358,Monday,10
2585364,2585453,Monday,10
2585364,2585779,Monday,10
2585367,2585285,Monday,10
2585367,2585422,Monday,10
2585367,2585450,Monday,10
2585368,2585360,Monday,10
2585368,2585402,Monday,10
2585368,2585711,Monday,10
2585368,3318614,Monday,10
2585369,2585278,Monday,10
2585369,2585317,Monday,10
2585369,2585416,Monday,10
2585369,2585450,Monday,10
2585369,2585469,Monday,10
2585370,2585416,Monday,10
2585370,2585425,Monday,10
2585371,2585402,Monday,10
2585373,2585825,Monday,10
2585377,2585317,Monday,10
2585377,2585356,Monday,10
2585377,2585405,Monday,10
2585377,2585422,Monday,10
2585377,2585728,Monday,10
2585378,2585712,Monday,10
2585378,2585776,Monday,10
2585378,2585839,Monday,10
2585379,2585335,Monday,10
2585379,2585377,Monday,10
2585379,2585425,Monday,10
2585379,2585791,Monday,10
2585381,2585321,Monday,10
2585381,2585351,Monday,10
2585381,2585401,Monday,10
2585381,2585425,Monday,10
2585381,2585429,Monday,10
2585381,2585452,Monday,10
2585381,2585469,Monday,10
2585381,2585737,Monday,10
2585387,2585333,Monday,10
2585387,2585380,Monday,10
2585387,2585931,Monday,10
2585389,2585345,Monday,10
2585389,2585360,Monday,10
2585389,4393742,Monday,10
2585391,2585269,Monday,10
2585391,2585360,Monday,10
2585391,2585445,Monday,10
2585391,2585984,Monday,10
2585394,2585364,Monday,10
2585394,2585419,Monday,10
2585396,2585267,Monday,10
2585396,2585288,Monday,10
2585396,2585304,Monday,10
2585396,2585345,Monday,10
2585396,2585360,Monday,10
2585396,2585380,Monday,10
2585396,2585442,Monday,10
2585396,2585728,Monday,10
2585396,2585735,Monday,10
2585396,2585936,Monday,10
2585398,2585470,Monday,10
2585398,2585728,Monday,10
2585398,2585945,Monday,10
2585398,2586021,Monday,10
2585401,2585306,Monday,10
2585401,2585308,Monday,10
2585401,2585391,Monday,10
2585401,2585412,Monday,10
2585402,2585307,Monday,10
2585402,2585321,Monday,10
2585402,2585708,Monday,10
2585402,2585764,Monday,10
2585402,2585772,Monday,10
2585405,2585351,Monday,10
2585405,2585460,Monday,10
2585405,2585472,Monday,10
2585405,2585477,Monday,10
2585405,2585728,Monday,10
2585405,2585776,Monday,10
2585405,4393742,Monday,10
2585406,2585330,Monday,10
2585406,2585370,Monday,10
2585406,2585477,Monday,10
2585408,2585291,Monday,10
2585408,2585377,Monday,10
2585408,2585430,Monday,10
2585408,2585779,Monday,10
2585408,2585788,Monday,10
2585408,2585824,Monday,10
2585408,2585837,Monday,10
2585408,2586268,Monday,10
2585410,2585353,Monday,10
2585410,2585371,Monday,10
2585410,2585398,Monday,10
2585410,2585420,Monday,10
2585410,2585727,Monday,10
2585412,2585337,Monday,10
2585412,2585352,Monday,10
2585412,2585413,Monday,10
2585412,2585433,Monday,10
2585412,2585714,Monday,10
2585412,2585779,Monday,10
2585412,2585787,Monday,10
2585412,2681601,Monday,10
2585413,2585341,Monday,10
2585413,2585419,Monday,10
2585413,2585420,Monday,10
2585413,2585442,Monday,10
2585416,2585351,Monday,10
2585416,2585469,Monday,10
2585416,2585704,Monday,10
2585416,2585728,Monday,10
2585416,2585779,Monday,10
2585419,2585334,Monday,10
2585419,2585457,Monday,10
2585419,2586001,Monday,10
2585420,2585370,Monday,10
2585420,2586268,Monday,10
2585422,2585367,Monday,10
2585422,2585377,Monday,10
2585422,2585379,Monday,10
2585422,2585401,Monday,10
2585422,2586022,Monday,10
2585425,2585335,Monday,10
2585425,2585398,Monday,10
2585425,2585728,Monday,10
2585425,2585785,Monday,10
2585425,2585789,Monday,10
2585425,2681601,Monday,10
2585425,52488396,Monday,10
2585429,2585323,Monday,10
2585429,2585405,Monday,10
2585429,2585425,Monday,10
2585430,2585305,Monday,10
2585430,2585317,Monday,10
2585430,2585371,Monday,10
2585430,2585455,Monday,10
2585430,2585460,Monday,10
2585430,2585735,Monday,10
2585430,2585804,Monday,10
2585430,2585875,Monday,10
2585430,2585968,Monday,10
2585430,2586019,Monday,10
2585431,2585422,Monday,10
2585431,2585438,Monday,10
2585431,2585708,Monday,10
2585431,2585956,Monday,10
2585431,2585983,Monday,10
2585431,2585994,Monday,10
2585432,2585271,Monday,10
2585432,2585766,Monday,10
2585432,2585787,Monday,10
2585432,2585821,Monday,10
2585432,2585921,Monday,10
2585432,8746360,Monday,10
2585433,2585394,Monday,10
2585433,2585462,Monday,10
2585433,2585473,Monday,10
2585433,2585704,Monday,10
2585433,2585721,Monday,10
2585435,2585307,Monday,10
2585435,2585373,Monday,10
2585435,2585420,Monday,10
2585435,2585425,Monday,10
2585435,2585469,Monday,10
2585435,2585722,Monday,10
2585438,2585321,Monday,10
2585438,2585352,Monday,10
2585438,2585353,Monday,10
2585438,2585450,Monday,10
2585438,2585476,Monday,10
2585438,2585731,Monday,10
2585438,2585835,Monday,10
2585442,2585341,Monday,10
2585442,2585381,Monday,10
2585442,2585398,Monday,10
2585442,2585431,Monday,10
2585442,2585789,Monday,10
2585445,2585337,Monday,10
2585445,2585381,Monday,10
2585445,2585457,Monday,10
2585445,2585748,Monday,10
2585445,2585990,Monday,10
2585445,2586024,Monday,10
2585446,2585281,Monday,10
2585446,2585429,Monday,10
2585447,2585936,Monday,10
2585447,2585971,Monday,10
2585450,2585265,Monday,10
2585450,2585307,Monday,10
2585450,2585351,Monday,10
2585450,2585369,Monday,10
2585450,2585406,Monday,10
2585450,2585731,Monday,10
2585450,2585997,Monday,10
2585452,2585729,Monday,10
2585452,2585873,Monday,10
2585452,2585938,Monday,10
2585452,2585945,Monday,10
2585452,2585960,Monday,10
2585453,2585284,Monday,10
2585453,2585442,Monday,10
2585453,2585445,Monday,10
2585453,2585735,Monday,10
2585453,2585747,Monday,10
2585453,2585781,Monday,10
2585455,2585445,Monday,10
2585455,2585469,Monday,10
2585455,2585470,Monday,10
2585455,2585737,Monday,10
2585457,2585306,Monday,10
2585457,2585442,Monday,10
2585457,2585492,Monday,10
2585457,2585802,Monday,10
2585457,2585837,Monday,10
2585457,4393742,Monday,10
2585457,48372123,Monday,10
2585460,2585351,Monday,10
2585460,2585368,Monday,10
2585460,2585445,Monday,10
2585460,2585470,Monday,10
2585460,2585799,Monday,10
2585460,2585824,Monday,10
2585462,2585368,Monday,10
2585462,2585402,Monday,10
2585462,2585433,Monday,10
2585462,2585799,Monday,10
2585462,4585378,Monday,10
2585464,2585868,Monday,10
2585466,2585452,Monday,10
2585467,2585381,Monday,10
2585467,2585396,Monday,10
2585467,2585955,Monday,10
2585467,2586005,Monday,10
2585469,2585351,Monday,10
2585469,2585405,Monday,10
2585469,2585737,Monday,10
2585469,2585785,Monday,10
2585469,2585824,Monday,10
2585469,2585835,Monday,10
2585469,2586019,Monday,10
2585470,2585337,Monday,10
2585470,2585419,Monday,10
2585470,2585425,Monday,10
2585470,2585460,Monday,10
2585470,2585714,Monday,10
2585470,2585764,Monday,10
2585470,2585782,Monday,10
2585470,2585800,Monday,10
2585470,2585802,Monday,10
2585472,2585317,Monday,10
2585472,2585321,Monday,10
2585472,2585364,Monday,10
2585472,2585367,Monday,10
2585472,2585398,Monday,10
2585472,2585420,Monday,10
2585472,2585492,Monday,10
2585473,2585367,Monday,10
2585473,2585401,Monday,10
2585473,2585724,Monday,10
2585473,2585799,Monday,10
2585473,2585837,Monday,10
2585473,2586022,Monday,10
2585477,2585368,Monday,10
2585477,2585720,Monday,10
2585477,2585749,Monday,10
2585477,2585799,Monday,10
2585492,2585398,Monday,10
2585492,2585735,Monday,10
2585695,2585377,Monday,10
2585695,2585430,Monday,10
2585695,2585469,Monday,10
2585695,2586026,Monday,10
2585699,2586001,Monday,10
2585704,2585327,Monday,10
2585704,2585462,Monday,10
2585704,2586014,Monday,10
2585704,2586037,Monday,10
2585704,48372123,Monday,10
2585708,2585323,Monday,10
2585708,2585340,Monday,10
2585708,2585406,Monday,10
2585708,2585408,Monday,10
2585708,2585737,Monday,10
2585708,2585921,Monday,10
2585708,2585972,Monday,10
2585711,2585774,Monday,10
2585711,2585782,Monday,10
2585711,2585785,Monday,10
2585712,2585462,Monday,10
2585712,2585472,Monday,10
2585714,2585419,Monday,10
2585714,2585435,Monday,10
2585714,2585721,Monday,10
2585714,2585794,Monday,10
2585714,2585802,Monday,10
2585716,2585711,Monday,10
2585716,2585824,Monday,10
2585717,2585931,Monday,10
2585717,2585984,Monday,10
2585720,2585398,Monday,10
2585720,2585721,Monday,10
2585720,2585782,Monday,10
2585722,2585406,Monday,10
2585722,2585412,Monday,10
2585722,2585432,Monday,10
2585722,2585435,Monday,10
2585722,2585492,Monday,10
2585722,2585794,Monday,10
2585722,2585837,Monday,10
2585722,3318682,Monday,10
2585724,2585367,Monday,10
2585724,2585827,Monday,10
2585727,2585442,Monday,10
2585727,2585722,Monday,10
2585727,3318682,Monday,10
2585728,2585416,Monday,10
2585728,2585425,Monday,10
2585728,2585442,Monday,10
2585728,2585472,Monday,10
2585728,2585721,Monday,10
2585728,2585771,Monday,10
2585728,2585921,Monday,10
2585731,2585406,Monday,10
2585731,2585762,Monday,10
2585731,2585782,Monday,10
2585731,2586022,Monday,10
2585735,2585699,Monday,10
2585735,2585774,Monday,10
2585735,2585785,Monday,10
2585737,2585785,Monday,10
2585737,2585897,Monday,10
2585737,2585921,Monday,10
2585738,2585469,Monday,10
2585738,2585727,Monday,10
2585738,2585789,Monday,10
2585738,2585804,Monday,10
2585738,2585860,Monday,10
2585742,44583483,Monday,10
2585747,2585821,Monday,10
2585747,2585830,Monday,10
2585747,3318614,Monday,10
2585748,2585990,Monday,10
2585748,2586024,Monday,10
2585749,2585469,Monday,10
2585749,2585473,Monday,10
2585750,44583449,Monday,10
2585762,2585445,Monday,10
2585762,2585850,Monday,10
2585762,2585860,Monday,10
2585762,2585876,Monday,10
2585764,2585470,Monday,10
2585764,2585827,Monday,10
2585766,2585473,Monday,10
2585770,2585820,Monday,10
2585772,2585402,Monday,10
2585772,2585453,Monday,10
2585774,2585391,Monday,10
2585774,2585473,Monday,10
2585774,2585766,Monday,10
2585774,2585781,Monday,10
2585774,2585782,Monday,10
2585776,2585425,Monday,10
2585776,2585469,Monday,10
2585776,2585492,Monday,10
2585776,2585712,Monday,10
2585779,2585267,Monday,10
2585779,2585413,Monday,10
2585779,2585416,Monday,10
2585779,2585433,Monday,10
2585779,2585868,Monday,10
2585779,2586000,Monday,10
2585781,2585433,Monday,10
2585781,2585469,Monday,10
2585781,2585905,Monday,10
2585782,2585408,Monday,10
2585782,2585731,Monday,10
2585782,2585789,Monday,10
2585782,8746360,Monday,10
2585785,2585467,Monday,10
2585785,2585830,Monday,10
2585787,2585473,Monday,10
2585787,2585722,Monday,10
2585788,448565,Monday,10
2585788,2585782,Monday,10
2585788,2585785,Monday,10
2585789,2585472,Monday,10
2585789,2585722,Monday,10
2585789,2585748,Monday,10
2585791,2585263,Monday,10
2585791,2585283,Monday,10
2585791,2585321,Monday,10
2585791,2585379,Monday,10
2585791,2585410,Monday,10
2585791,2585429,Monday,10
2585791,2585455,Monday,10
2585791,2585473,Monday,10
2585791,2585714,Monday,10
2585791,2585772,Monday,10
2585791,2585939,Monday,10
2585791,2585987,Monday,10
2585791,2586021,Monday,10
2585791,2586022,Monday,10
2585791,2586037,Monday,10
2585794,2585776,Monday,10
2585794,2681601,Monday,10
2585799,2585460,Monday,10
2585799,2585462,Monday,10
2585799,2585824,Monday,10
2585800,2585419,Monday,10
2585802,2585284,Monday,10
2585802,2585377,Monday,10
2585802,2585381,Monday,10
2585802,2585416,Monday,10
2585802,2585429,Monday,10
2585802,2585447,Monday,10
2585802,2585470,Monday,10
2585804,2585875,Monday,10
2585804,2586032,Monday,10
2585808,2585417,Monday,10
2585808,2585469,Monday,10
2585808,2585762,Monday,10
2585811,2585369,Monday,10
2585811,2585370,Monday,10
2585811,2585748,Monday,10
2585814,2585394,Monday,10
2585820,2585838,Monday,10
2585821,2585345,Monday,10
2585821,2585389,Monday,10
2585821,2585398,Monday,10
2585824,2585286,Monday,10
2585824,2585728,Monday,10
2585824,2585764,Monday,10
2585824,2585779,Monday,10
2585824,2585846,Monday,10
2585824,2585871,Monday,10
2585825,2585360,Monday,10
2585825,2585472,Monday,10
2585825,2585473,Monday,10
2585825,2586019,Monday,10
2585827,2585419,Monday,10
2585827,2585883,Monday,10
2585835,2585311,Monday,10
2585835,2585412,Monday,10
2585835,2585473,Monday,10
2585835,2585856,Monday,10
2585835,2586045,Monday,10
2585837,2585317,Monday,10
2585837,2585352,Monday,10
2585838,2585728,Monday,10
2585838,2585885,Monday,10
2585839,2585455,Monday,10
2585839,2585467,Monday,10
2585843,2586014,Monday,10
2585844,2585438,Monday,10
2585846,2585774,Monday,10
2585846,2585776,Monday,10
2585846,2585800,Monday,10
2585846,172293631,Monday,10
2585850,2585893,Monday,10
2585850,4585378,Monday,10
2585850,172295073,Monday,10
2585856,2585835,Monday,10
2585856,2585838,Monday,10
2585856,2585904,Monday,10
2585860,2585799,Monday,10
2585863,2585901,Monday,10
2585868,2585413,Monday,10
2585868,2585469,Monday,10
2585868,2585716,Monday,10
2585868,2585799,Monday,10
2585868,2585804,Monday,10
2585868,2585844,Monday,10
2585871,2585317,Monday,10
2585873,2585299,Monday,10
2585873,2585313,Monday,10
2585873,2585737,Monday,10
2585873,2585764,Monday,10
2585873,2585974,Monday,10
2585875,2585908,Monday,10
2585876,2585721,Monday,10
2585876,2585804,Monday,10
2585885,2585791,Monday,10
2585893,2585899,Monday,10
2585893,2585908,Monday,10
2585899,2585789,Monday,10
2585902,2585464,Monday,10
2585902,2585888,Monday,10
2585905,3318682,Monday,10
2585906,2585735,Monday,10
2585906,2585901,Monday,10
2585911,2585413,Monday,10
2585911,2585419,Monday,10
2585913,2585846,Monday,10
2585913,2585876,Monday,10
2585913,172294162,Monday,10
2585919,2585299,Monday,10
2585919,2585360,Monday,10
2585919,2585727,Monday,10
2585921,2585368,Monday,10
2585921,2585438,Monday,10
2585921,2585469,Monday,10
2585921,2585721,Monday,10
2585921,2585876,Monday,10
2585921,2586045,Monday,10
2585922,2585267,Monday,10
2585922,2585275,Monday,10
2585924,2585321,Monday,10
2585924,2585817,Monday,10
2585924,2585974,Monday,10
2585925,2585442,Monday,10
2585925,2585466,Monday,10
2585925,2585473,Monday,10
2585925,2585817,Monday,10
2585925,2585928,Monday,10
2585926,2585925,Monday,10
2585928,2585917,Monday,10
2585929,2586005,Monday,10
2585931,2585873,Monday,10
2585936,2585275,Monday,10
2585936,2586268,Monday,10
2585937,2586018,Monday,10
2585938,2585308,Monday,10
2585938,2585936,Monday,10
2585938,4393742,Monday,10
2585938,52488396,Monday,10
2585939,2585947,Monday,10
2585939,2585951,Monday,10
2585947,2585265,Monday,10
2585947,2585956,Monday,10
2585947,4393742,Monday,10
2585953,2585728,Monday,10
2585954,2585956,Monday,10
2585955,2585947,Monday,10
2585955,2585971,Monday,10
2585955,2585972,Monday,10
2585955,2586021,Monday,10
2585956,2585431,Monday,10
2585956,2585951,Monday,10
2585956,2585997,Monday,10
2585956,2586021,Monday,10
2585958,2585990,Monday,10
2585958,2586003,Monday,10
2585958,2681601,Monday,10
2585960,2585968,Monday,10
2585960,2585994,Monday,10
2585963,2586009,Monday,10
2585963,2586019,Monday,10
2585968,2586012,Monday,10
2585971,2585311,Monday,10
2585971,2585369,Monday,10
2585971,2586031,Monday,10
2585972,2585937,Monday,10
2585974,2585305,Monday,10
2585974,2585326,Monday,10
2585974,4393742,Monday,10
2585975,2585939,Monday,10
2585975,2586031,Monday,10
2585978,2585932,Monday,10
2585981,2585369,Monday,10
2585981,2585951,Monday,10
2585981,2585990,Monday,10
2585982,2585853,Monday,10
2585983,2585953,Monday,10
2585984,2585269,Monday,10
2585984,2585306,Monday,10
2585985,2585704,Monday,10
2585985,2585996,Monday,10
2585985,2586005,Monday,10
2585987,2585955,Monday,10
2585990,2585379,Monday,10
2585990,2585951,Monday,10
2585990,2586031,Monday,10
2585992,2585776,Monday,10
2585994,2585963,Monday,10
2585995,2585412,Monday,10
2585995,2585416,Monday,10
2585995,2585953,Monday,10
2585995,2585956,Monday,10
2585995,2585981,Monday,10
2585995,2586018,Monday,10
2585996,2585961,Monday,10
2585996,2585985,Monday,10
2585997,2585311,Monday,10
2586000,2585379,Monday,10
2586000,2585492,Monday,10
2586000,2585704,Monday,10
2586000,2585968,Monday,10
2586001,2585963,Monday,10
2586001,2585971,Monday,10
2586003,2585987,Monday,10
2586003,2585994,Monday,10
2586003,2585996,Monday,10
2586003,2586034,Monday,10
2586005,2585402,Monday,10
2586005,2585406,Monday,10
2586005,2585937,Monday,10
2586005,2585985,Monday,10
2586009,2585987,Monday,10
2586009,2585994,Monday,10
2586009,2586268,Monday,10
2586011,2585311,Monday,10
2586011,2585727,Monday,10
2586011,2585748,Monday,10
2586011,2585997,Monday,10
2586012,2585960,Monday,10
2586012,2585997,Monday,10
2586014,2585379,Monday,10
2586014,2585695,Monday,10
2586014,2585708,Monday,10
2586014,2585781,Monday,10
2586014,2586009,Monday,10
2586014,2586034,Monday,10
2586014,2586042,Monday,10
2586018,2585412,Monday,10
2586018,2585450,Monday,10
2586018,2585748,Monday,10
2586018,2585955,Monday,10
2586019,2585370,Monday,10
2586019,2585470,Monday,10
2586021,2585419,Monday,10
2586021,2585791,Monday,10
2586021,2585804,Monday,10
2586021,2585817,Monday,10
2586021,2586268,Monday,10
2585876,2585875,Saturday,540
2585748,4393742,Saturday,532
2585464,2585913,Saturday,493
2585817,2585263,Saturday,491
2585875,2585876,Saturday,491
2585263,2585817,Saturday,461
4393742,2585748,Saturday,448
2585913,2585464,Saturday,440
2586014,4393742,Saturday,355
2585263,44583483,Saturday,350
172294162,2585837,Saturday,330
2585452,2585937,Saturday,322
4393742,2585704,Saturday,307
2681672,2585360,Saturday,306
2585904,2585905,Saturday,305
2585345,2681672,Saturday,300
2585906,2585905,Saturday,300
2585905,2585904,Saturday,297
2681672,2585345,Saturday,289
4393742,2586014,Saturday,285
2585905,2585906,Saturday,277
2585837,2585844,Saturday,271
2585937,2585452,Saturday,270
2585913,2585916,Saturday,268
2585345,2585358,Saturday,267
2585317,2585398,Saturday,263
2585704,4393742,Saturday,261
2585837,172294162,Saturday,259
2585897,2585901,Saturday,258
2585824,2585781,Saturday,256
2585901,2585897,Saturday,256
2585360,2585346,Saturday,253
2585995,2585466,Saturday,252
44583483,2585263,Saturday,252
2585994,2585466,Saturday,250
2585781,2585824,Saturday,246
4215025,4393742,Saturday,244
2585906,2585916,Saturday,240
2585360,2681672,Saturday,239
2585289,4215025,Saturday,238
2585452,2585936,Saturday,237
2585311,2681601,Saturday,236
2585939,2585936,Saturday,236
2681601,2585307,Saturday,236
2585466,2585995,Saturday,235
2585346,2585360,Saturday,233
2585398,2585317,Saturday,230
2585908,2585913,Saturday,230
2585844,172294162,Saturday,229
2585284,2585286,Saturday,226
2585936,2585939,Saturday,226
2585466,2585983,Saturday,225
2585844,2585837,Saturday,224
172294162,2585844,Saturday,221
2585425,4393742,Saturday,220
2585916,2585913,Saturday,220
2585846,2585837,Saturday,219
2585748,2585791,Saturday,217
2585873,2585271,Saturday,217
2585983,2585466,Saturday,217
2585791,4393742,Saturday,213
2585913,2585908,Saturday,213
2585358,2585345,Saturday,212
2586018,2586014,Saturday,212
2585344,2586044,Saturday,211
2586039,2586044,Saturday,208
2585307,2681601,Saturday,207
2585345,2585313,Saturday,206
2585346,2681672,Saturday,206
2585916,2585464,Saturday,206
2585913,2585905,Saturday,205
2586044,2586045,Saturday,205
2585860,2585868,Saturday,203
2585916,2585906,Saturday,203
2585317,2585381,Saturday,202
2585905,2585913,Saturday,202
2586044,2586039,Saturday,202
2585313,2585299,Saturday,201
2585791,2585748,Saturday,201
2585271,2585873,Saturday,200
4585378,2585837,Saturday,199
2586045,2586044,Saturday,198
2585850,2585848,Saturday,196
2585291,2681601,Saturday,195
2585848,2585850,Saturday,195
2585929,2585466,Saturday,193
2585466,2585929,Saturday,192
2585868,2585860,Saturday,192
2585902,2585897,Saturday,191
2585770,2585771,Saturday,190
2585837,2585846,Saturday,190
2585466,2585994,Saturday,188
2585897,2585905,Saturday,187
2585791,2585921,Saturday,185
2681601,2585291,Saturday,184
2585381,2585317,Saturday,182
2585936,2585452,Saturday,181
2681601,2585311,Saturday,181
2585749,2585824,Saturday,180
2585827,2585837,Saturday,179
2585771,2585770,Saturday,178
2585932,2585937,Saturday,178
4393742,2585791,Saturday,177
2585306,2681601,Saturday,176
2585838,2585837,Saturday,176
2585286,2585284,Saturday,174
2585905,2585897,Saturday,172
2586042,2586044,Saturday,171
4393742,2585327,Saturday,171
44583483,2585281,Saturday,168
2586000,2585466,Saturday,165
2586014,2586018,Saturday,165
2585945,2585947,Saturday,164
2585947,2585945,Saturday,164
2681672,2585346,Saturday,164
2585464,2585916,Saturday,162
2585476,2585932,Saturday,162
2585774,2585837,Saturday,162
2586019,2586021,Saturday,162
2585389,2585317,Saturday,161
2586021,2586019,Saturday,161
2586001,2586014,Saturday,159
2586024,2586032,Saturday,159
4393742,4215025,Saturday,159
2585281,44583483,Saturday,158
2585875,2585883,Saturday,158
2585330,2681601,Saturday,156
2585863,2585860,Saturday,156
2585288,2681601,Saturday,155
2585299,2585313,Saturday,155
2585749,2585781,Saturday,155
2586001,4393742,Saturday,155
2585267,2585281,Saturday,154
2585285,2585278,Saturday,154
2586018,4393742,Saturday,154
2585811,2585860,Saturday,153
2585937,2585939,Saturday,152
2585286,2681601,Saturday,151
2585837,2585838,Saturday,151
2585263,2585267,Saturday,150
2585381,2585398,Saturday,150
2585897,2585902,Saturday,150
2681601,2585335,Saturday,150
4215025,2585431,Saturday,150
2585466,2585972,Saturday,149
2585996,2586000,Saturday,149
2681601,2585330,Saturday,149
2585267,2585263,Saturday,148
2586032,2586024,Saturday,148
3470029,2585275,Saturday,146
2585275,3470029,Saturday,145
2585391,2585398,Saturday,145
2585837,2585774,Saturday,145
2586044,2586042,Saturday,145
2585476,2585937,Saturday,144
2585824,2585749,Saturday,144
2585963,2585466,Saturday,144
2586044,2585344,Saturday,144
2585273,2585271,Saturday,143
2585431,2585327,Saturday,143
4215025,2585289,Saturday,143
2585932,2585476,Saturday,142
2585937,2585932,Saturday,142
2681601,2585356,Saturday,142
2585367,2681601,Saturday,141
2585466,2585997,Saturday,141
2585717,2585360,Saturday,141
